old_serial_numbers,product_name,unit_price,company_profit,unit,product_category,the_cost,retail_price,product_profit,product_description,storage,product_color,various_elements,length,extra_freight,lead_time,raw_material,minimum_order_quantity,supplier,supplier_contact_person,supplier_phone_number,supplier_fax_number,supplier_cell_phone,supplier_address,supplier_email,remark,supplier_bank_information,product_website
A019016,OP014-6.5*10.5公分,0.2,1,1個,A019,0.2,0.06,,,,,6.5*10.5*13.5cm,,,7-14天,塑膠,,嘉翔發企業有限公司,楊小姐,02-22655885*40,02-22739402,,新北市土城區永豐路195巷27弄15號,,,,
A019017,OP019-7*14公分,0.29,1,1個,A019,0.29,0.1,,,,,7*14*18,,,7-14天,塑膠,,嘉翔發企業有限公司,楊小姐,02-22655885*41,02-22739403,,新北市土城區永豐路195巷27弄15號,,,,
A019018,OP020-4*8公分,0.21,1,1個,A019,0.21,0.01,,,,,4*8*12,,,7-14天,塑膠,,嘉翔發企業有限公司,楊小姐,02-22655885*42,02-22739404,,新北市土城區永豐路195巷27弄15號,,,,
A019019,OP021-8*14公分,0.25,1,1個,A019,0.25,0.05,,婚禮小物,,,8*14*18cm,,,7-14天,塑膠,,嘉翔發企業有限公司,楊小姐,02-22655885*43,02-22739405,,新北市土城區永豐路195巷27弄15號,,,,
A019020,OP022-31*44公分,2,1,1個,A019,2,0,,28公分QQ枕用，小背包全開,,,31*44*48,,,7-14天,塑膠,,嘉翔發企業有限公司,楊小姐,02-22655885*44,02-22739406,,新北市土城區永豐路195巷27弄15號,,,,
A019021,OP023-21.5*18.5公分,0.77,1,1個,A019,0.77,0,,23公分QQ枕用，小背包對摺在對摺後放進opp袋,,,21.5*18.5*22.5,,,7-14天,塑膠,,嘉翔發企業有限公司,楊小姐,02-22655885*45,02-22739407,,新北市土城區永豐路195巷27弄15號,,,,
A019022,OP024-15*14公分,0.35,1,1個,A019,0.35,0.11,,雨揚用，面紙零錢包,,,15*14/18cm+TAPE(0.04厚),,,7-14天,塑膠,,嘉翔發企業有限公司,楊小姐,02-22655885*46,02-22739408,,新北市土城區永豐路195巷27弄15號,,,,
A019024,OP026-18*25公分,0.71,1,1個,A019,0.71,0.2,,小化妝包，金屬包，手拿包,,,18*25*29,,,7-14天,塑膠,,嘉翔發企業有限公司,楊小姐,02-22655885*48,02-22739410,,新北市土城區永豐路195巷27弄15號,,,,
A019025,OP027-8*20公分,0.38,1,1個,A019,0.38,0.11,,手腕枕,,,8*20*24,,,7-14天,塑膠,,嘉翔發企業有限公司,楊小姐,02-22655885*49,02-22739411,,新北市土城區永豐路195巷27弄15號,,,,
A019026,OP028-21.5*30公分,0.78,1,1個,A019,0.78,0,,,,,21.5*30*34,,,7-14天,塑膠,,嘉翔發企業有限公司,楊小姐,02-22655885*50,02-22739412,,新北市土城區永豐路195巷27弄15號,,,,
A019028,OP030-40*50公分,1.9,1,1個,A019,1.9,0.69,,40公分QQ枕用，35公分QQ枕用,,,40*50*54,,,7-14天,塑膠,,田一塑膠工業股份有限公司,陳佳樑先生,02-2901-8335,02-29066283,,新北市新莊區新樹路69-60號1樓,,,,
A019031,OP033-80*60公分,4,1,1個,A019,4,1.29,,造型枕用，,,,80*60*64,,,7-14天,塑膠,,田一塑膠工業股份有限公司,陳佳樑先生,02-2901-8335,02-29066283,,新北市新莊區新樹路69-60號1樓,,,,
A019032,OP034-8*17公分+3吊頭白色,0.45,1,1個,A019,0.45,0.13,,opp吊卡自黏袋,,,8*17*21+3cm珍珠膜頭卡(0.04厚),,,7-14天,塑膠,,嘉翔發企業有限公司,楊小姐,02-22655885*31,02-22739393,,新北市土城區永豐路195巷27弄15號,,,,
A019034,25*25CM以內+壓縮(最少100顆),19,1,1個,A019,19,0,,壓縮+塑料袋+運費(送麗明壓縮完直接出貨給客戶),,,,,,7-14天,塑膠,,麗明有限公司,林小姐,02-82921192,02-82921193,,,,,,
A019035,25*40CM以內+壓縮(最少100顆),19,1,1個,A019,19,0,,壓縮+塑料袋+運費(送麗明壓縮完直接出貨給客戶),,,,,,7-14天,塑膠,,麗明有限公司,林小姐,02-82921193,02-82921194,,,,,,
A019036,40*40CM以內+壓縮(最少100顆),19,1,1個,A019,19,0,,壓縮+塑料袋+運費(送麗明壓縮完直接出貨給客戶),,,,,,7-14天,塑膠,,麗明有限公司,林小姐,02-82921194,02-82921195,,,,,,
A019037,45*45CM以內+壓縮(最少100顆),24,1,1個,A019,24,0,,壓縮+塑料袋+運費(送麗明壓縮完直接出貨給客戶),,,,,,7-14天,塑膠,,麗明有限公司,林小姐,02-82921195,02-82921196,,,,,,
A019038,45*90CM以內+壓縮(最少100顆),48,1,1個,A019,48,0,,壓縮+塑料袋+運費(送麗明壓縮完直接出貨給客戶),,,,,,7-14天,塑膠,,麗明有限公司,林小姐,02-82921196,02-82921197,,,,,,
A019039,45*150CM以內+壓縮(最少100顆),48,1,1個,A019,48,0,,壓縮+塑料袋+運費(送麗明壓縮完直接出貨給客戶),,,,,,7-14天,塑膠,,麗明有限公司,林小姐,02-82921197,02-82921198,,,,,,
A019040,OP036-11.5*26.3公分,0.6,1,1個,A019,0.6,0,,筆袋,,,11.5*26.3*30,,,7-14天,塑膠,,嘉翔發企業有限公司,楊小姐,02-22655885*31,02-22739393,,新北市土城區永豐路195巷27弄15號,,,A019040,
A020001,不需要,0,0.6,無,A020,0,0,,,,,,,,,,,,,,,,,,,,A020001
A020002,客戶提供配件,0,0.6,無,A020,0,0,,,,,,,,,,,,,,,,,,,,A020002
A020003,魔棒(盒裝御守專用),0.25,0.6,1條,A020,0.15,0,,盒裝御守用,,金色,10公分,,,,,1包150元1千根,海山美術社,,,,,,,,,A020003
A020004,發光機芯(發光御守專用),41.66667,0.6,1個,A020,25,0,,發光御守用,,,,,,,,正能光電,,,,,,,,,,A020004
A010006,防塵塞+泡棉(御守用),1.383333,0.6,各一個,A011,0.83,0,,,,,,,,,,,,,,,,,,,,A010006
A014011,5.8*8.5小白卡(700P),0.833333,0.6,片,A014,0.5,0,,700p小白卡/5.5x8.5cm/1000張單價0.5元(悠遊卡大小),,白色,,,,,,,,,,,,,,,,
A010007,PVC免粘上蓋130X120X19MM,2.5,0.6,各一個,A010,1.5,0,,130X120X19MM,,透明,,,,,,,崧鋒實業有限公司,,02-22225979,02-32342628,,新北市中和區民富街74巷7號,,,,A010007
A025001,不需要,0,0.6,無,A025,0,0,,,,,,,,,,,,,,,,,,,,A025001
A025002,客戶提供配件,0,0.6,無,A025,0,0,,,,,,,,,,,,,,,,,,,,A025002
A025003,香味：檀香,0.833333,0.6,1個,A025,0.5,0,,,,,,,,,,,,,,,,,,,,A025003
A025004,香味：薰衣草,0.833333,0.6,1個,A025,0.5,0,,,,,,,,,,,,,,,,,,,,A025004
A025005,香味：果香(草莓),0.833333,0.6,1個,A025,0.5,0,,,,,,,,,,,,,,,,,,,,A025005
A025006,香味：花香,0.833333,0.6,1個,A025,0.5,0,,,,,,,,,,,,,,,,,,,,A025006
A025007,香味：無香味,0,0.6,1個,A025,0,0,,,,,,,,,,,,,,,,,,,,A025007
A025008,御守內放：泡棉一片,0.55,0.6,1個,A025,0.33,0,,,,,,,,,,,,,,,,,,,,A025008
A025009,御守內放：泡棉半片,0.275,0.6,1個,A025,0.165,0,,,,,,,,,,,,,,,,,,,,A025009
A025010,御守內放：白色厚紙片一片,0.833333,0.6,1個,A025,0.5,0,,,,,,,,,,,,,,,,,,,,A025010
A025011,御守內放：泡棉一片+LED機芯(發光御守專用),36.18571,0.7,1個,A025,25.33,0,,泡棉0.33+LED25,,,,,,,,,,,,,,,,,,A025011
A025012,御守內放：泡棉一片+白色厚紙片,1.383333,0.6,1個,A025,0.83,0,,泡棉0.33+小白卡0.5,,,,,,,,,,,,,,,,,,A025012
A025013,御守內放：泡棉半片+白色厚紙片,1.108333,0.6,1個,A025,0.665,0,,泡棉0.165+小白卡0.5,,,,,,,,,,,,,,,,,,A025013
A025014,御守內放：客戶提供的物品1種,0.833333,0.6,1個,A025,0.5,0,,,,,,,,,,,,,,,,,,,,A025014
A025015,御守內放：客戶提供的物品2種,1.666667,0.6,1個,A025,1,0,,,,,,,,,,,,,,,,,,,,A025015
A025016,御守內放：客戶提供的物品3種,2.5,0.6,1個,A025,1.5,0,,,,,,,,,,,,,,,,,,,,A025016
A025017,包裝：PVC派盒,3.666667,0.6,1個,A025,2.2,0,,,,,,,,,,,,,,,,,,,,A025017
A025018,包裝：紙盒+包膜(寬13.2X高14.2X厚2公分),18.58333,0.6,1個,A025,11.15,0,,紙盒7+上蓋2+包膜2+魔棒0.15,,,,,,,,,,,,,,,,,,A025018
A025019,包裝：紙盒+包膜(寬13.2X高14.2X厚2公分)+薰衣草+粗鹽,20.73333,0.6,1個,A025,12.44,0,,紙盒7+上蓋2+包膜2+魔棒0.16+薰衣草0.74+粗鹽0.54,,,,,,,,,,,,,,,,,,A025019
A025020,配件：鑰匙圈(鎳色),3.333333,0.6,個,A025,2,0,,,,鎳,,,150,14-30天,,,,,,,,,,,,A025020
A025021,配件：1*5mm中山夾(日本客戶用)(鎳色),1.166667,0.6,個,A025,0.7,0,,,,,10mm*5mm,,,14-30天,,一包2000個現貨,,,,,,,,,,A025021
A025022,配件：1*6mmC圈(鎳色),0.191667,0.6,個,A025,0.115,0,,,,,1*6mm,,150,14-30天,,3500個400元,,,,,,,,,,A025022
A025023,配件：0.6*6mm雙圈(白K色)(玉米棒加井字結，結合用),0.133333,0.6,個,A025,0.08,0,,,,白K色,0.6*6白K色0.5公斤400元,,150,14-30天,,,,,,,,,,,,A025023
A025024,配件：單圈0.8*6(白K色)(勾配件用),0.133333,0.6,個,A025,0.08,0,,,,白K色,0.8*6代白K色0.5公斤600元約7500個,,100,14-30天,,承薪企業有限公司,,,,,,,,,,A025024
A025025,配件：透明防塵塞(玉米棒用),0.833333,0.6,一個,A025,0.5,0,,一個,,透明,,,,14-30天,,一包1萬個,,,,,,,,,,A025025
A025026,配件：吊飾配件-小流蘇-紅色-黃色,2.166667,0.6,條,A025,1.3,0,,,,紅銘黃,,,,,,,,,,,,,,,,A025026
A025027,配件：吊飾配件-大流蘇-彩色,7,0.6,條,A025,4.2,0,,,,彩色,,,,,,,,,,,,,,,,A025027
A025028,配件：吊飾配件-小中國結-紅色-黃色,5.5,0.6,條,A025,3.3,0,,,,紅銘黃,,,,,,,,,,,,,,,,A025028
A025029,配件：吊飾配件-小中國結-紅色-黃色+小流蘇-紅色黃色,7.666667,0.6,條,A025,4.6,0,,,,紅銘黃,,,,,,,,,,,,,,,,A025029
A013024,小充棉吊飾-長5cm*寬4.2cm-雷射扎型-6色,6.666667,0.6,片,A013,4,0,,,,6色,,,,,尼龍,電腦生產專織、花帶、成衣商標,華中商標織造有限公司,吳先生,02-22238638,02-22238649,9.35E+08,新北市中和區員山路534號,Wu@hwajong.com.tw,,,A013024
A013025,大充棉吊飾-長6cm*寬8cm-雷射扎型-6色,13.33333,0.6,片,A013,8,0,,,,6色,,,,,尼龍,電腦生產專織、花帶、成衣商標,華中商標織造有限公司,吳先生,02-22238638,02-22238649,9.35E+08,新北市中和區員山路534號,Wu@hwajong.com.tw,,,A013025
A009007,小充棉吊飾用內填充物,0.75,0.6,克,A009,0.45,0,,1斤135元,,黑色,2,,,,,,,,,,,,,,,
A009008,大充棉吊飾用內填充物,1.875,0.6,克,A009,1.125,0,,1斤135元,,黑色,5,,,,,,,,,,,,,,,
A009009,15.5X6.5手腕挽枕用內填充物,5.625,0.6,克,A009,3.375,0,,1斤135元,,黑色,15,,,,,,,,,,,,,,,
A009010,小枕頭用內填充物,3.375,0.6,克,A009,2.025,0,,1斤135元,,黑色,9,,,,,,,,,,,,,,,
A029001,不需要,0,0.6,無,A029,0,0,,,,,,,,,,,,,,,,,,,,A029001
A029002,客戶提供配件,0,0.6,無,A029,0,0,,,,,,,,,,,,,,,,,,,,A029002
A028020,6色緹花香包-長4.2cm*寬3.2cm,5,片,A028,,,,,,,,,,,,,,,,,,,,,,,A028020
A030001,不需要,0,0.6,無,A030,0,0,,,,,,,,,,,,,,,,,,,,A030001
A004001,無配件,0,0.6,無,A004,0,0,,,,,,,,,,,,,,,,,,,,A004001
A004002,客戶提供指定寬度及長度的織帶,0,0.6,無,A004,0,0,,,,,,,,,,,,,,,,,,,,A004002
A004003,2.2公分特多龍織帶,0.033333,0.6,公分,A004,0.02,0,,,,多色,寬2.2公分,,150,3-7天,尼龍,5分一捲50碼90元,增樺企業有限公司,,02-25567966-7,02-25580509,,台北市長安西路332號,q1216522@ms47.hinet.net,,,A004003
A004004,0.6公分雙白邊小織帶,0.111667,0.6,公分,A004,0.067,0,,,,多色,寬0.6公分,,,7-14天,,一碼6元,昶祐有限公司,蔡淑麗小姐,02-25565561,02-25585977,9.22E+08,台北市大同區南京西路167巷17號,,,,A004004
A004005,2.5公分純棉雙人織帶,0.2,0.6,公分,A004,0.12,0,,,,天然棉色(上有棉籽),寬2.5公分,,,7-14天,純棉,一碼10元,昶祐有限公司,蔡淑麗小姐,02-25565562,02-25585978,9.22E+08,台北市大同區南京西路167巷17號,,,,A004005
A004006,4公分背包帶-丈青色,0.283333,0.6,公分,A004,0.17,0,,,,丈青色,寬4公分,,,7-14天,,#6439一碼15元,昶祐有限公司,蔡淑麗小姐,02-25565563,02-25585979,9.22E+08,台北市大同區南京西路167巷17號,,,,A004006
A004007,4公分背包帶-咖啡色,0.283333,0.6,公分,A004,0.17,0,,,,咖啡色,寬4公分,,,7-14天,,#6439一碼15元,昶祐有限公司,蔡淑麗小姐,02-25565563,02-25585979,9.22E+08,台北市大同區南京西路167巷17號,,,,A004007
A004008,2.5公分段點帶,0.283333,0.6,公分,A004,0.17,0,,,,多色,寬2.5公分,,,7-14天,,一碼15元,昶祐有限公司,蔡淑麗小姐,02-25565564,02-25585980,9.22E+08,台北市大同區南京西路167巷17號,,,,A004008
A004009,3.2公分段點帶,0.3,0.6,公分,A004,0.18,0,,,,多色,寬3.2公分,,,7-14天,,一碼16元,昶祐有限公司,蔡淑麗小姐,02-25565565,02-25585981,9.22E+08,台北市大同區南京西路167巷17號,,,,A004009
A004010,3公分黑白帶,0.283333,0.6,公分,A004,0.17,0,,,,黑色，白色,寬3公分,,,7-14天,棉,一碼15元,昶祐有限公司,蔡淑麗小姐,02-25565566,02-25585982,9.22E+08,台北市大同區南京西路167巷17號,,,,A004010
A004011,1公分緞帶-多色選擇,0.033333,0.6,公分,A004,0.02,0,,最少買一捲,,多色,寬1公分,,150,3-7天,尼龍,3分一碼1元,介良裡布行,,02-25580718,02-25554972,,台北市民樂街11號(門市),,(工廠)新北市板橋區雙十路二段33巷52號，02-22519455,,A004011
A004012,1.5公分6111黑色回紋帶,0.133333,0.6,公分,A004,0.08,0,,,,黑色,寬1.5公分,,,7-14天,,一碼7元,昶祐有限公司,蔡淑麗小姐,02-25565561,02-25585977,9.22E+08,台北市大同區南京西路167巷17號,,,,A004012
A004013,2.5公分PP織帶,0.283333,0.6,公分,A004,0.17,0,,,,多色,寬2.5公分,,150,14-20天,尼龍,一碼15元,吉米兒生活創意館,陳美娥,06-2036916,,0939-700-803,台南市永康區自強路460巷5號,,http://tw.bid.yahoo.com/tw/booth/meer0128,,A004013
A004014,2.5公分黑色PP織帶,0.15,0.6,公分,A004,0.09,0,,,,多色,寬2.5公分,,,7-14天,尼龍,一碼8元,昶祐有限公司,蔡淑麗小姐,02-25565561,02-25585977,9.22E+08,台北市大同區南京西路167巷17號,,,,A004014
A004015,2.5公分加強白色鬆緊帶,0.2,0.6,公分,A004,0.12,0,,,,白色,寬2.5公分,,,7-14天,,一碼10元,昶祐有限公司,蔡淑麗小姐,02-25565561,02-25585977,9.22E+08,台北市大同區南京西路167巷17號,,,,A004015
A004016,2.5公分魔鬼氈,0.45,0.6,公分,A004,0.27,0,,,,白色,寬2.5公分,,,7-14天,,一碼24元,昶祐有限公司,蔡淑麗小姐,02-25565561,02-25585977,9.22E+08,台北市大同區南京西路167巷17號,,,,A004016
A004017,1公分白色鬆緊帶,0.208333,0.6,公分,A004,0.125,0,,,,,,,,,,,掏寶,,,,,,,,,
A004018,髮圈專用：1公分白色鬆緊帶-20公分一條,4.166667,0.6,公分,A004,2.5,0,,,,,,,,,,,,,,,,,,,,A004018
A004019,書衣配件：2.5公分加強白色鬆緊帶-26公分一條,5.2,0.6,公分,A004,3.12,0,,,,,,,,,,,,,,,,,,,,A004019
A004020,面紙零錢包專用：0.6公分雙白邊小織帶-4公分一條,0.446667,0.6,公分,A004,0.268,0,,,,,,,,,,,,,,,,,,,,A004020
A024001,不需要,0,0.6,無,A024,0,0,,,,,,,,,,,,,,,,,,,,A024001
A024002,客戶提供配件,0,0.6,無,A024,0,0,,,,,,,,,,,,,,,,,,,,A024002
A024124,華宣專用把手：長48X寬2公分二條(10安仿帆布),25.53333,0.6,2條,A024,15.32,0,,裁切2元+布13.32(布片50X8),,,,,,,,,,,,,,,,,,A024124
A024009,化妝包通用把手：長50X寬1.5公分一條(仿麂皮布加布襯),16.21667,0.6,1條,A024,9.73,0,,裁切1元+布8.73(布片52X6),,,,,,,,,,,,,,,,,,A024009
A024010,化妝包通用把手：長50X寬1.5公分一條(600D防潑水加布襯),12.93333,0.6,1條,A024,7.76,0,,裁切1元+布6.76(布片52X6),,,,,,,,,,,,,,,,,,A024010
A024011,化妝包通用把手：長50X寬1.5公分一條(仿帆布6安高密加布襯),12.81667,0.6,1條,A024,7.69,0,,裁切1元+布6.69(布片52X6),,,,,,,,,,,,,,,,,,A024011
A024008,提把小物包側把手：長25X寬2公分一條(對折約12.5X2公分)(10安仿帆布),7.483333,0.6,1條,A024,4.49,0,,裁切1元+布3.49(布片27X8),,,,,,,,,,,,,,,,,,A024008
A024012,提把小物包側把手：長25X寬2公分一條(對折約12.5X2公分)(仿麂皮布),9.2,0.6,1條,A024,5.52,0,,裁切1元+布4.52(布片27X8),,,,,,,,,,,,,,,,,,A024012
A024013,提把小物包側把手：長25X寬2公分一條(對折約12.5X2公分)(仿麂皮布貼布襯),11.2,0.6,1條,A024,6.72,0,,裁切1元+布5.72(布片27X8),,,,,,,,,,,,,,,,,,A024013
A024007,提把小物包側把手：長25X寬2公分一條(對折約12.5X2公分)(600D防潑水),6.666667,0.6,1條,A024,4,0,,裁切1元+布3.21(布片27X8),,,,,,,,,,,,,,,,,,A024007
A024014,提把小物包側把手：長25X寬2公分一條(對折約12.5X2公分)(600D防潑水貼布襯),8.983333,0.6,1條,A024,5.39,0,,裁切1元+布4.39(布片27X8),,,,,,,,,,,,,,,,,,A024014
A024006,提把小物包側把手：長25X寬2公分一條(對折約12.5X2公分)(仿帆布6安高密),6.95,0.6,1條,A024,4.17,0,,裁切1元+布3.17(布片27X8),,,,,,,,,,,,,,,,,,A024006
A024015,提把小物包側把手：長25X寬2公分一條(對折約12.5X2公分)(仿帆布6安高密貼布襯),8.966667,0.6,1條,A024,5.38,0,,裁切1元+布4.38(布片27X8),,,,,,,,,,,,,,,,,,A024015
A024016,提把小物包側把手：長30X寬2公分一條(對折約15X2公分)(10安仿帆布),8.566667,0.6,1條,A024,5.14,0,,裁切1元+布4.14(布片32X8),,,,,,,,,,,,,,,,,,A024016
A024017,提把小物包側把手：長30X寬2公分一條(對折約15X2公分)(仿麂皮布),10.53333,0.6,1條,A024,6.32,0,,裁切1元+布5.32(布片32X8),,,,,,,,,,,,,,,,,,A024017
A024018,提把小物包側把手：長30X寬2公分一條(對折約15X2公分)(仿麂皮布貼布襯),12.88333,0.6,1條,A024,7.73,0,,裁切1元+布6.73(布片32X8),,,,,,,,,,,,,,,,,,A024018
A024019,提把小物包側把手：長30X寬2公分一條(對折約15X2公分)(600D防潑水),8.033333,0.6,1條,A024,4.82,0,,裁切1元+布3.82(布片32X8),,,,,,,,,,,,,,,,,,A024019
A024020,提把小物包側把手：長30X寬2公分一條(對折約15X2公分)(600D防潑水貼布襯),10.38333,0.6,1條,A024,6.23,0,,裁切1元+布5.23(布片32X8),,,,,,,,,,,,,,,,,,A024020
A024021,提把小物包側把手：長30X寬2公分一條(對折約15X2公分)仿帆布6安高密),7.916667,0.6,1條,A024,4.75,0,,裁切1元+布3.75(布片32X8),,,,,,,,,,,,,,,,,,A024021
A024022,提把小物包側把手：長30X寬2公分一條(對折約15X2公分)仿帆布6安高密貼布襯),10.26667,0.6,1條,A024,6.16,0,,裁切1元+布5.16(布片32X8),,,,,,,,,,,,,,,,,,A024022
A024023,提把小物包側把手：長35X寬2公分一條(對折約17.5X2公分)(10安仿帆布),9.616667,0.6,1條,A024,5.77,0,,裁切1元+布4.77(布片37X8),,,,,,,,,,,,,,,,,,A024023
A024024,提把小物包側把手：長35X寬2公分一條(對折約17.5X2公分)(仿麂皮布),11.85,0.6,1條,A024,7.11,0,,裁切1元+布6.11(布片37X8),,,,,,,,,,,,,,,,,,A024024
A024025,提把小物包側把手：長35X寬2公分一條(對折約17.5X2公分)(仿麂皮布貼布襯),14.55,0.6,1條,A024,8.73,0,,裁切1元+布7.73(布片37X8),,,,,,,,,,,,,,,,,,A024025
A024026,提把小物包側把手：長35X寬2公分一條(對折約17.5X2公分)(600D防潑水),9.716667,0.6,1條,A024,5.83,0,,裁切1元+布4.83(布片37X8),,,,,,,,,,,,,,,,,,A024026
A024027,提把小物包側把手：長35X寬2公分一條(對折約17.5X2公分)(600D防潑水貼布襯),11.66667,0.6,1條,A024,7,0,,裁切1元+布6(布片37X8),,,,,,,,,,,,,,,,,,A024027
A024028,提把小物包側把手：長35X寬2公分一條(對折約17.5X2公分)仿帆布6安高密),8.866667,0.6,1條,A024,5.32,0,,裁切1元+布4.32(布片37X8),,,,,,,,,,,,,,,,,,A024028
A024046,袋類通用把手：長30X寬2公分二條(10安仿帆布),17.13333,0.6,2條,A024,10.28,0,,裁切2元+布8.28(布片32X8),,,,,,,,,,,,,,,,,,A024046
A024047,袋類通用把手：長30X寬2.5公分二條(10安仿帆布),17.43333,0.6,2條,A024,10.46,0,,裁切2元+布8.46(布片32X10),,,,,,,,,,,,,,,,,,A024047
A024048,袋類通用把手：長30X寬3公分二條(10安仿帆布),21.86667,0.6,2條,A024,13.12,0,,裁切2元+布11.12(布片32X12),,,,,,,,,,,,,,,,,,A024048
A024049,袋類通用把手：長30X寬4公分二條(10安仿帆布),30.5,0.6,2條,A024,18.3,0,,裁切2元+布16.3(布片32X16),,,,,,,,,,,,,,,,,,A024049
A024050,袋類通用把手：長40X寬2公分二條(10安仿帆布),18.63333,0.6,2條,A024,11.18,0,,裁切2元+布9.18(布片42X8),,,,,,,,,,,,,,,,,,A024050
A024123,南一把手：長40X寬2公分二條(10安仿帆布),14.90667,0.75,2條,A024,11.18,0,,裁切2元+布9.18(布片42X8),,,,,,,,,,,,,,,,,,A024123
A024051,袋類通用把手：長40X寬2.5公分二條(10安仿帆布),21.73333,0.6,2條,A024,13.04,0,,裁切2元+布11.04(布片42X10),,,,,,,,,,,,,,,,,,A024051
A024052,袋類通用把手：長40X寬3公分二條(10安仿帆布),27.6,0.6,2條,A024,16.56,0,,裁切2元+布14.56(布片42X12),,,,,,,,,,,,,,,,,,A024052
A024053,袋類通用把手：長40X寬4公分二條(10安仿帆布),38.9,0.6,2條,A024,23.34,0,,裁切2元+布21.34(布片42X16),,,,,,,,,,,,,,,,,,A024053
A024054,袋類通用把手：長50X寬2公分二條(10安仿帆布),25.53333,0.6,2條,A024,15.32,0,,裁切2元+布13.32(布片52X8),,,,,,,,,,,,,,,,,,A024054
A024005,袋類通用把手：長50X寬2.5公分二條(10安仿帆布),26.03333,0.6,2條,A024,15.62,0,,裁切2元+布13.62(布片52X10),,,,,,,,,,,,,,,,,,A024005
A024055,袋類通用把手：長50X寬3公分二條(10安仿帆布),33.23333,0.6,2條,A024,19.94,0,,裁切2元+布17.94(布片52X12),,,,,,,,,,,,,,,,,,A024055
